"Product_Name","Variant_Size","Price_INR","Available","Category"
"Marayoor Jaggery Whole","500g","100.00","True",""
"Masoor Dal (Split)","1kg","150.00","True",""
"Masoor Dal (Split)","250g","37.50","True",""
"Masoor Dal (Split)","500g","75.00","True",""
"Medjool Jumbo Dates","1kg","2200.00","True",""
"Medjool Jumbo Dates","250g","550.00","True",""
"Medjool Jumbo Dates","500g","1100.00","True",""
"Methi Leaves Dried","1kg","490.00","True",""
"Methi Leaves Dried","250g","122.50","True",""
"Methi Leaves Dried","500g","245.00","True",""
"Mexican Bites","1kg","1100.00","True",""
"Mexican Bites","250g","275.00","True",""
"Mexican Bites","500g","550.00","True",""
"Milky Bar","Default Title","250.00","True",""
"Mixed DryFruit & Seeds Roasted","1kg","1840.00","True",""
"Mixed DryFruit & Seeds Roasted","250g","460.00","True",""
"Mixed DryFruit & Seeds Roasted","500g","920.00","True",""
"Mixed Vegetables (Air Fried)","1kg","1960.00","True",""
"Mixed Vegetables (Air Fried)","250g","490.00","True",""
"Mixed Vegetables (Air Fried)","500g","980.00","True",""
"Moong Dal","1kg","210.00","True",""
"Moong Dal","250g","52.50","True",""
"Moong Dal","500g","105.00","True",""
"Moringa Noodles","1kg","580.00","True",""
"Moringa Noodles","250g","145.00","True",""
"Moringa Noodles","500g","290.00","True",""
"Moringa Pasta","1kg","540.00","True",""
"Moringa Pasta","250g","135.00","True",""
"Moringa Pasta","500g","270.00","True",""
"Moringa Powder","100g","205.00","True",""
"Moringa Powder","1kg","2050.00","True",""
"Moringa Powder","250g","512.50","True",""
"Moringa Powder","500g","1025.00","True",""
"Mulethi Root Powder/ Irattimadhuram","100g","224.00","True",""
"Mulethi Root Powder/ Irattimadhuram","1kg","2240.00","True",""
"Mulethi Root Powder/ Irattimadhuram","250g","560.00","True",""
"Mulethi Root Powder/ Irattimadhuram","500g","1120.00","True",""
"Multani Mitti","100g","101.00","True",""
"Multani Mitti","1kg","1010.00","True",""
"Multani Mitti","250g","252.50","True",""
"Multani Mitti","500g","505.00","True",""
"Multi Millet Cookies","1kg","580.00","True",""
"Multi Millet Cookies","250gm","145.00","True",""
"Multi Millet Cookies","500gm","290.00","True",""
"Multi Millet Vermiceli","1kg","410.00","True",""
"Multi Millet Vermiceli","250g","102.50","True",""
"Multi Millet Vermiceli","500g","205.00","True",""
"Multigrain Chikki","1kg","750.00","True",""
"Multigrain Chikki","250gm","187.50","True",""
"Multigrain Chikki","500gm","375.00","True",""
"Munakka Raisins","1kg","870.00","True",""
"Munakka Raisins","250g","217.50","True",""
"Munakka Raisins","500g","435.00","True",""
"Mustard Oil (Black Seed)","460 g","335.00","True",""
"Mustard Oil (Black Seed)","910 g","630.00","True",""
"Mustard Seeds Black","1kg","220.00","True",""
"Mustard Seeds Black","250g","55.00","True",""
"Mustard Seeds Black","500g","110.00","True",""
"Nannari Root","1kg","700.00","True",""
"Nannari Root","250g","175.00","True",""
"Nannari Root","500g","350.00","True",""
"Navara Rice","1kg","146.00","True",""
"Navara Rice","250g","36.50","True",""
"Navara Rice","500g","73.00","True",""
"Neem Comb","Default Title","110.00","True",""
"Neem Comb","Default Title","110.00","True",""
"Neem Ladle","Default Title","125.00","True",""
"Neem Leaf Powder","100g","145.00","True",""
"Neem Leaf Powder","1kg","1450.00","True",""
"Neem Leaf Powder","250g","362.50","True",""
"Neem Leaf Powder","500g","725.00","True",""
"Neem Massage Comb","Default Title","350.00","True",""
"Neem Spatula","Default Title","90.00","True",""
"Neem Spatula","Default Title","90.00","True",""
"Neem Tongue Cleaner","Default Title","90.00","True",""
"Nutmeg","1kg","1300.00","True",""
"Nutmeg","250g","325.00","True",""
"Nutmeg","500g","650.00","True",""
"Nutmeg Mace (Red Flower)","1kg","4000.00","True",""
"Nutmeg Mace (Red Flower)","250g","1000.00","True",""
"Nutmeg Mace (Red Flower)","500g","2000.00","True",""
"Nutmeg Mace (Yellow Flower)","1kg","3700.00","True",""
"Nutmeg Mace (Yellow Flower)","250g","925.00","True",""
"Nutmeg Mace (Yellow Flower)","500g","1850.00","True",""
"Orange Peel Powder","100g","199.00","True",""
"Orange Peel Powder","1kg","1990.00","True",""
"Orange Peel Powder","250g","497.50","True",""
"Orange Peel Powder","500g","995.00","True",""
"Oregano","1kg","700.00","True",""
"Oregano","250g","175.00","True",""
"Oregano","500g","350.00","True",""
"Palm Candy Crystal (Panam Kalkandam)","1kg","1050.00","True",""
"Palm Candy Crystal (Panam Kalkandam)","250g","262.50","True",""
"Palm Candy Crystal (Panam Kalkandam)","500g","525.00","True",""
"Palm Jaggery (Karupatti)","1kg","330.00","True",""
"Palm Jaggery (Karupatti)","250g","107.50","True",""
"Palm Jaggery (Karupatti)","500g","165.00","True",""
"Papaya Dried","1kg","890.00","True",""
"Papaya Dried","250g","222.50","True",""
"Papaya Dried","500g","445.00","True",""
"Pathimukham","1kg","810.00","True",""
"Pathimukham","250g","202.50","True",""
"Pathimukham","500g","405.00","True",""
"Peanut Chikki","1kg","590.00","True",""
"Peanut Chikki","250g","147.50","True",""
"Peanut Chikki","500g","295.00","True",""
"Peanut Plain Roasted","1kg","460.00","True",""
"Peanut Plain Roasted","250g","115.00","True",""
"Peanut Plain Roasted","500g","230.00","True",""
"Peanut Plain Roasted Nut Butter","250g / Honey","220.00","True",""
"Peanut Plain Roasted Nut Butter","250g / Jaggery","210.00","True",""
"Peanut Plain Roasted Nut Butter","250g / Unsweetened","190.00","True",""
"Peanut Salted","1kg","520.00","True",""
"Peanut Salted","250g","130.00","True",""
"Peanut Salted","500g","260.00","True",""
"Pearl Millet (Bajra)","1kg","95.00","True",""
"Pearl Millet (Bajra)","250g","23.75","True",""
"Pearl Millet (Bajra)","500g","47.50","True",""
"Pecan Nuts","1kg","2700.00","True",""
"Pecan Nuts","250g","675.00","True",""
"Pecan Nuts","500g","1350.00","True",""
"Pepper","100g - Masala","140.00","True",""
"Pepper","125g - Masala","175.00","True",""
"Pepper","150g - Masala","210.00","True",""
"Pepper","175g - Masala","245.00","True",""
"Pepper","1kg","1570.00","True",""
"Pepper","200g - Masala","280.00","True",""
"Pepper","250g","392.50","True",""
"Pepper","25g - Masala","35.00","True",""
"Pepper","500g","785.00","True",""
"Pepper","50g - Masala","70.00","True",""
"Pepper","75g - Masala","105.00","True",""
"Pineapple Coin (Dried)","1kg","1150.00","True",""
"Pineapple Coin (Dried)","250g","287.50","True",""
"Pineapple Coin (Dried)","500g","575.00","True",""
"Pineapple Ring Dried","1kg","1250.00","True",""
"Pineapple Ring Dried","250g","312.50","True",""
"Pineapple Ring Dried","500g","625.00","True",""
"Pink Salt Powder","1kg","150.00","True",""
"Pink Salt Powder","250g","37.50","True",""
"Pink Salt Powder","500g","75.00","True",""
"Pista California (AM)","1kg","2300.00","True",""
"Pista California (AM)","250g","575.00","True",""
"Pista California (AM)","500g","1150.00","True",""
"Pista California Premium - Salted & Roasted","1kg","2500.00","True",""
"Pista California Premium - Salted & Roasted","250g","625.00","True",""
"Pista California Premium - Salted & Roasted","500g","1250.00","True",""
"Pista Plain w/o Shell","1kg","3980.00","True",""
"Pista Plain w/o Shell","250g","995.00","True",""
"Pista Plain w/o Shell","500g","1990.00","True",""
"Plum Black Dried","1kg","900.00","True",""
"Plum Black Dried","250g","225.00","True",""
"Plum Black Dried","500g","450.00","True",""
"Pomegranate Honey","250g","435.00","True",""
"Pomegranate Honey","400g","670.00","True",""
"Poppy (KhusKhus) White","1kg","3350.00","True",""
"Poppy (KhusKhus) White","250g","837.50","True",""
"Poppy (KhusKhus) White","500g","1675.00","True",""
"Pot Tamarind (Kudampuli)","1kg","530.00","True",""
"Pot Tamarind (Kudampuli)","250g","132.50","True",""
"Pot Tamarind (Kudampuli)","500g","265.00","True",""
"Protein Beans","1kg","1300.00","True",""
"Protein Beans","250g","325.00","True",""
"Protein Beans","500g","650.00","True",""
"Prunes Dried","1kg","1290.00","True",""
"Prunes Dried","250g","322.50","True",""
"Prunes Dried","500g","645.00","True",""
"Psyllium Husk (Isabgol Busi)","1kg","2000.00","True",""
"Psyllium Husk (Isabgol Busi)","250g","500.00","True",""
"Psyllium Husk (Isabgol Busi)","500g","1000.00","True",""
"Pumpkin Seeds","1kg","980.00","True",""
"Pumpkin Seeds","250g","245.00","True",""
"Pumpkin Seeds","500g","490.00","True",""
"Putana (Parched Gram) Fine","1kg","180.00","True",""
"Putana (Parched Gram) Fine","250g","45.00","True",""
"Putana (Parched Gram) Fine","500g","90.00","True",""
"Puttu Powder Roasted (Red)","1kg","130.00","True",""
"Puttu Powder Roasted (Red)","250g","32.50","True",""
"Puttu Powder Roasted (Red)","500g","65.00","True",""
"Puttu Powder Roasted (White)","1kg","130.00","True",""
"Puttu Powder Roasted (White)","250g","32.50","True",""
"Puttu Powder Roasted (White)","500g","65.00","True",""
"Quinoa","1kg","190.00","True",""
"Quinoa","250g","47.50","False",""
"Quinoa","500g","95.00","False",""
"Quinoa Vermicelli","1kg","410.00","True",""
"Quinoa Vermicelli","250g","102.50","True",""
"Quinoa Vermicelli","500g","205.00","True",""
"Raamacham","100g","180.00","True",""
"Raamacham","1kg","1800.00","True",""
"Raamacham","250g","450.00","True",""
"Raamacham","500g","900.00","True",""
"Ragi (Finger Millet)","1kg","95.00","True",""
"Ragi (Finger Millet)","250g","23.75","True",""
"Ragi (Finger Millet)","500g","47.50","True",""
"Ragi (Finger Millet) Rava","1kg","200.00","True",""
"Ragi (Finger Millet) Rava","250g","50.00","True",""
"Ragi (Finger Millet) Rava","500g","100.00","True",""
"Ragi Flakes","1kg","230.00","True",""
"Ragi Flakes","250g","57.50","True",""
"Ragi Flakes","500g","115.00","True",""
"Ragi Noodles","1kg","620.00","True",""
"Ragi Noodles","250g","155.00","True",""
"Ragi Noodles","500g","310.00","True",""
"Raisin- Afghan Long","1kg","1280.00","True",""
"Raisin- Afghan Long","250g","320.00","True",""
"Raisin- Afghan Long","500g","640.00","True",""
"Rajapuri Turmeric","100g - Masala","59.00","True",""
"Rajapuri Turmeric","150g - Masala","88.50","True",""
"Rajapuri Turmeric","1kg","590.00","True",""
"Rajapuri Turmeric","200g - Masala","118.00","True",""
"Rajapuri Turmeric","20g - Masala","11.80","True",""
"Rajapuri Turmeric","250g","147.50","True",""
"Rajapuri Turmeric","40g - Masala","23.60","True",""
"Rajapuri Turmeric","500g","295.00","True",""
"Rajapuri Turmeric","60g - Masala","35.40","True",""
"Rajapuri Turmeric","80g - Masala","47.20","True",""
"Rajwadi Wheat","1kg / Powder","90.00","True",""
"Rajwadi Wheat","1kg / Raw","90.00","True",""
"Rajwadi Wheat","3kg / Powder","270.00","True",""
"Rajwadi Wheat","3kg / Raw","270.00","True",""
"Rajwadi Wheat","5kg / Powder","450.00","True",""
"Rajwadi Wheat","5kg / Raw","450.00","True",""
"Rakthachandana","100G","400.00","True",""
"Rakthachandana","1kg","4000.00","True",""
"Rakthachandana","250g","1000.00","True",""
"Rakthachandana","500g","2000.00","True",""
"Raw Honey","1350g","930.00","True",""
"Raw Honey","400g","310.00","True",""
"Raw Honey","950g","680.00","True",""
"Rectangle Loofah","Default Title","45.00","True",""
"Red Chilli- Byadagi Kaddi","1kg","1050.00","True",""
"Red Chilli- Byadagi Kaddi","25og","262.50","True",""
"Red Chilli- Byadagi Kaddi","500g","525.00","True",""
"Red Chilli- Dabbi","100g - Masala","148.00","True",""
"Red Chilli- Dabbi","150g - Masala","222.00","True",""
"Red Chilli- Dabbi","1kg","1480.00","True",""
"Red Chilli- Dabbi","200g - Masala","296.00","True",""
"Red Chilli- Dabbi","250g","370.00","True",""
"Red Chilli- Dabbi","250g - Masala","370.00","True",""
"Red Chilli- Dabbi","500g","740.00","True",""
"Red Chilli- Dabbi","50g - Masala","74.00","True",""
"Red Chilli- Guntur Long","100g - Masala","53.00","True",""
"Red Chilli- Guntur Long","150g - Masala","79.50","True",""
"Red Chilli- Guntur Long","1kg","530.00","True",""
"Red Chilli- Guntur Long","200g - Masala","106.00","True",""
"Red Chilli- Guntur Long","250g","132.50","True",""
"Red Chilli- Guntur Long","250g - Masala","132.50","True",""
"Red Chilli- Guntur Long","500g","265.00","True",""
"Red Chilli- Guntur Long","50g - Masala","26.50","True",""
"Red Chilli- Guntur Small","1kg","650.00","True",""
"Red Chilli- Guntur Small","250g","162.50","True",""
"Red Chilli- Guntur Small","500g","325.00","True",""
"Red Chilli- Salem Ball","100g - Masala","82.00","True",""
"Red Chilli- Salem Ball","150g - Masala","123.00","True",""
"Red Chilli- Salem Ball","1kg","820.00","True",""
"Red Chilli- Salem Ball","200g - Masala","164.00","True",""
"Red Chilli- Salem Ball","250g","205.00","True",""
"Red Chilli- Salem Ball","250g - Masala","205.00","True",""
"Red Chilli- Salem Ball","500g","410.00","True",""
"Red Chilli- Salem Ball","50g - Masala","41.00","True",""
"Red Matta Rice (Parboiled & Semi-Polished)","1kg","99.00","True",""
"Red Matta Rice (Parboiled & Semi-Polished)","250g","24.75","True",""
"Red Matta Rice (Parboiled & Semi-Polished)","500g","49.50","True",""
"Red Rajma/ Kidney Beans","1kg","260.00","True",""
"Red Rajma/ Kidney Beans","250g","65.00","True",""
"Red Rajma/ Kidney Beans","500g","130.00","True",""
"Red Rice Flakes (Avalakki)","1kg","190.00","True",""
"Red Rice Flakes (Avalakki)","250g","47.50","True",""
"Red Rice Flakes (Avalakki)","500g","95.00","True",""
"Reetha Powder","100g","205.00","True",""
"Reetha Powder","1kg","2050.00","True",""
"Reetha Powder","250g","512.50","True",""
"Reetha Powder","500g","1025.00","True",""
"Roasted Chana","1kg","350.00","True",""
"Roasted Chana","250g","87.50","True",""
"Roasted Chana","500g","175.00","True",""
"Robusta Coffee Beans","1kg","1500.00","True",""
"Robusta Coffee Beans","250g","375.00","True",""
"Robusta Coffee Beans","500g","750.00","True",""
"Robusta Coffee Beans (organic)","1kg","1900.00","True",""
"Robusta Coffee Beans (organic)","250g","475.00","True",""
"Robusta Coffee Beans (organic)","500g","950.00","True",""
"Robusta Coffee Powder (Idukki)","1kg","1350.00","True",""
"Robusta Coffee Powder (Idukki)","250g","337.50","True",""
"Robusta Coffee Powder (Idukki)","500g","675.00","True",""
"Rose Mary Dried","1kg","850.00","True",""
"Rose Mary Dried","250g","212.50","True",""
"Rose Mary Dried","500g","425.00","True",""
"Rose Petals","1kg","1180.00","True",""
"Rose Petals","250g","295.00","True",""
"Rose Petals","500g","590.00","True",""
"Royal Prime Kimia Dates","1kg","600.00","True",""
"Royal Prime Kimia Dates","250g","150.00","True",""
"Royal Prime Kimia Dates","500g","300.00","True",""
"Royal Rajamudi Rice Premium","1kg","139.00","True",""
"Royal Rajamudi Rice Premium","250g","34.75","True",""
"Royal Rajamudi Rice Premium","500g","69.50","True",""
"Safawi Dates","1kg","1180.00","True",""
"Safawi Dates","250g","295.00","True",""
"Safawi Dates","500g","590.00","True",""
"Sago (Tapioca Pearls)","1kg","130.00","True",""
"Sago (Tapioca Pearls)","250g","32.50","True",""
"Sago (Tapioca Pearls)","500g","65.00","True",""
"Sambar Masala","150gm","165.00","True",""
"Sandalwood Powder","100G","260.00","True",""
"Sandalwood Powder","1kg","2600.00","True",""
"Sandalwood Powder","250g","650.00","True",""
"Sandalwood Powder","500g","1300.00","True",""
"Sesame Oil (Brown Gingelly Seed)","460g","360.00","True",""
"Sesame Oil (Brown Gingelly Seed)","910g","680.00","True",""
"Sesame Oil (White Gingelly Seed)","460g","370.00","True",""
"Sesame Oil (White Gingelly Seed)","910g","700.00","True",""
"Sesame Seeds (Til) Black","1kg","552.00","True",""
"Sesame Seeds (Til) Black","250g","138.00","True",""
"Sesame Seeds (Til) Black","500g","276.00","True",""
"Sesame Seeds (Til) White","1kg","420.00","True",""
"Sesame Seeds (Til) White","250g","105.00","True",""
"Sesame Seeds (Til) White","500g","210.00","True",""
"Shah Jeera (Caraway)","1kg","750.00","True",""
"Shah Jeera (Caraway)","250g","187.50","True",""
"Shah Jeera (Caraway)","500g","375.00","True",""
"Sharbati Wheat (Rajnigandha)","1kg / Powder","95.00","True",""
"Sharbati Wheat (Rajnigandha)","1kg / Raw","95.00","True",""
"Sharbati Wheat (Rajnigandha)","3kg / Powder","285.00","True",""
"Sharbati Wheat (Rajnigandha)","3kg / Raw","285.00","True",""
"Sharbati Wheat (Rajnigandha)","5kg / Powder","475.00","True",""
"Sharbati Wheat (Rajnigandha)","5kg / Raw","475.00","True",""
"Shikha Kai Powder","100g","150.00","True",""
"Shikha Kai Powder","1kg","1500.00","True",""
"Shikha Kai Powder","250g","375.00","True",""
"Shikha Kai Powder","500g","750.00","True",""
"Sona Masoori Rice","1kg","86.00","True",""
"Sona Masoori Rice","250g","21.50","True",""
"Sona Masoori Rice","500g","43.00","True",""
"Soup Spoon","Default Title","190.00","True",""
"Soya Bean","1kg","200.00","True",""
"Soya Bean","250g","50.00","True",""
"Soya Bean","500g","100.00","True",""
"Spoon","Default Title","165.00","True",""
"Spoon","Default Title","110.00","True",""
"Sprouted Ragi","1kg","250.00","True",""
"Sprouted Ragi","250g","62.50","True",""
"Sprouted Ragi","500g","125.00","True",""
"Star Anise","100g - Masala","135.00","True",""
"Star Anise","150g - Masala","202.50","True",""
"Star Anise","1kg","1450.00","True",""
"Star Anise","200g - Masala","270.00","True",""
"Star Anise","250g","362.50","True",""
"Star Anise","250g - Masala","337.50","True",""
"Star Anise","500g","725.00","True",""
"Star Anise","50g - Masala","67.50","True",""
"Stingless Bee Honey (Cheruthen)","250g","890.00","True",""
"Stingless Bee Honey (Cheruthen)","400g","1410.00","True",""
"Stone Flower","1kg","1300.00","True",""
"Stone Flower","250g","325.00","True",""
"Stone Flower","500g","650.00","True",""
"Sugar Free Muesli","1kg","640.00","True",""
"Sugar Free Muesli","250g","160.00","True",""
"Sugar Free Muesli","500g","320.00","True",""
"Sukkari Wet Dates","1kg","760.00","True",""
"Sukkari Wet Dates","250g","190.00","True",""
"Sukkari Wet Dates","500g","380.00","True",""
"Sunflower Oil","460g","305.00","True",""
"Sunflower Oil","910 g","570.00","True",""
"Sunflower Seeds","1kg","600.00","True",""
"Sunflower Seeds","250g","150.00","True",""
"Sunflower Seeds","500g","300.00","True",""
"Tarbuj Seeds","1kg","1350.00","True",""
"Tarbuj Seeds","250g","337.50","True",""
"Tarbuj Seeds","500g","675.00","True",""
"Tea - Cardamom Idukki (Organic)","1kg","1900.00","True",""
"Tea - Cardamom Idukki (Organic)","250g","475.00","True",""
"Tea - Cardamom Idukki (Organic)","500g","950.00","True",""
"Tea - Ginger Idukki (Organic)","1kg","1900.00","True",""
"Tea - Ginger Idukki (Organic)","250g","475.00","True",""
"Tea - Ginger Idukki (Organic)","500g","950.00","True",""
"Tea - Green Leaf Idukki","1kg","4000.00","True",""
"Tea - Green Leaf Idukki","250g","1000.00","True",""
"Tea - Green Leaf Idukki","500g","2000.00","True",""
"Tea - Masala Idukki (Organic)","1kg","2200.00","True",""
"Tea - Masala Idukki (Organic)","250g","550.00","True",""
"Tea - Masala Idukki (Organic)","500g","1100.00","True",""
"Tea - Orthodox Black Idukki (Organic)","1kg","1300.00","True",""
"Tea - Orthodox Black Idukki (Organic)","250g","325.00","True",""
"Tea - Orthodox Black Idukki (Organic)","500g","650.00","True",""
"Tea - Orthodox Black Leaf Idukki (Organic)","1kg","2800.00","True",""
"Tea - Orthodox Black Leaf Idukki (Organic)","250g","700.00","True",""
"Tea - Orthodox Black Leaf Idukki (Organic)","500g","1400.00","True",""
"Tenseed Chikki","1kg","740.00","True",""
"Tenseed Chikki","250g","185.00","True",""
"Tenseed Chikki","500g","370.00","True",""
"Thippili (Long Pepper)","Default Title","0.00","True",""
"Thooyamalli Rice","1kg","190.00","True",""
"Thooyamalli Rice","250g","47.50","True",""
"Thooyamalli Rice","500g","95.00","True",""
"Toor Dal Fine (Yellow)","1kg","240.00","True",""
"Toor Dal Fine (Yellow)","250g","60.00","True",""
"Toor Dal Fine (Yellow)","500g","120.00","True",""
"Travancore Tamarind/ Vaalan Puli","1kg","550.00","True",""
"Travancore Tamarind/ Vaalan Puli","250g","137.50","True",""
"Travancore Tamarind/ Vaalan Puli","500g","275.00","True",""
"Triphala","100g","149.00","True",""
"Triphala","1kg","1490.00","True",""
"Triphala","250g","372.50","True",""
"Triphala","500g","745.00","True",""
"Urad Dal Black Split","1kg","200.00","True",""
"Urad Dal Black Split","250g","50.00","True",""
"Urad Dal Black Split","500g","100.00","True",""
"Urad Gola Fine-Ball","1kg","250.00","True",""
"Urad Gola Fine-Ball","250g","62.50","True",""
"Urad Gola Fine-Ball","500g","125.00","True",""
"Urad White Chilka (Split)","1kg","240.00","True",""
"Urad White Chilka (Split)","250g","60.00","True",""
"Urad White Chilka (Split)","500g","120.00","True",""
"Venga Dried","1kg","450.00","True",""
"Venga Dried","250g","112.50","True",""
"Venga Dried","500g","225.00","True",""
"Virgin coconut Oil","160g","340.00","True",""
"Virgin coconut Oil","280g","595.00","True",""
"Virgin coconut Oil","600g","1275.00","True",""
"Walnut Chile","1kg","2580.00","True",""
"Walnut Chile","250g","645.00","True",""
"Walnut Chile","500g","1290.00","True",""
"Walnut Nut Butter","250g / Honey","597.00","True",""
"Walnut Nut Butter","250g / Jaggery","587.00","True",""
"Walnut Nut Butter","250g / Unsweetened","567.00","True",""
"Walnut Super White (Kashmiri)","1kg","1970.00","True",""
"Walnut Super White (Kashmiri)","250g","492.50","True",""
"Walnut Super White (Kashmiri)","500g","985.00","True",""
"Watermelon Seeds","1kg","1150.00","True",""
"Watermelon Seeds","250g","287.50","True",""
"Watermelon Seeds","500g","575.00","True",""
"Wheat Flakes","1kg","300.00","True",""
"Wheat Flakes","250g","52.50","True",""
"Wheat Flakes","500g","150.00","True",""
"White Rajma (Pinto Beans)","1kg","240.00","True",""
"White Rajma (Pinto Beans)","250g","60.00","True",""
"White Rajma (Pinto Beans)","500g","120.00","True",""
"White Rice Flakes (Avalakki)","1kg","140.00","True",""
"White Rice Flakes (Avalakki)","250g","35.00","True",""
"White Rice Flakes (Avalakki)","500g","70.00","True",""
"White Sesame Chikki","1kg","640.00","True",""
"White Sesame Chikki","250g","160.00","True",""
"White Sesame Chikki","500g","320.00","True",""
"Yellow Ball Raisins","1kg","840.00","True",""
"Yellow Ball Raisins","250g","210.00","True",""
"Yellow Ball Raisins","500g","420.00","True",""
